ParticipantID,Notification Time,Session Name,WeekNumber,NotificationNumber,Completed Session,Session Instance,Session Length,Valence,Intensity,Arousal,Emotion
28774-936790,40:02.0,Survey,2,37,1,37,01:17.8,7,3,5,"Peaceful, completely calm "
28774-936790,30:28.0,Survey,2,38,1,38,02:26.6,2,2,5,Irritated by an argument I had with a colleague of mine
28774-936790,25:28.0,Survey,2,39,1,39,02:26.2,5,1,5,Relieved because I sorted out what was wrong with my colleague 
28774-936790,56:55.0,Survey,2,40,1,40,02:55.5,6,2,5,Very happy because I tested negative for covid 
28774-936790,04:02.0,Survey,2,41,1,41,04:27.8,6,2,5,Pleased with what I managed to do this morning for my traineeship
28774-936790,30:00.0,Survey,2,42,1,42,03:19.2,7,3,5,Euphoric for my birthday party 
28774-936790,39:08.0,Survey,2,43,1,43,01:10.4,4,0,5,"A bit stressed, tired"
28774-936790,20:06.0,Survey,2,44,1,44,07:01.3,2,2,5,"Agitated, worried because my girlfriend has still covid "
28774-936790,55:35.0,Survey,2,45,1,45,05:01.2,3,1,4,Still feeling down because of my girlfriend 
28774-936790,31:28.0,Survey,2,46,1,46,03:02.4,2,2,3,"Drained because my roommates girlfriend has covid, very nervous "
28774-936790,51:28.0,Survey,2,47,1,47,01:29.4,2,2,4,"Im feeling down, worried "
28774-936790,20:23.0,Survey,2,48,1,48,02:18.6,3,1,4,"Dejected, fed up "
28774-936790,28:26.0,Survey,2,49,1,49,02:18.2,2,2,5,"Preoccupied, upset"
28774-936790,15:39.0,Survey,2,50,1,50,02:27.3,2,2,4,"Still upset about my birthday situation, nervous, edgy"
28774-936790,26:27.0,Survey,2,51,1,51,02:03.7,6,2,5,Thrilled because my brother is coming to visit me for my birthday
28774-936790,24:15.0,Survey,2,52,1,52,04:06.7,3,1,4,Afraid I wont hang out with my brother on Monday 
28774-936790,54:27.0,Survey,2,53,1,53,02:00.2,3,1,3,Still worried about my birthday and Easter holidays 
28774-936790,29:47.0,Survey,2,54,1,54,03:03.1,2,2,6,Irritated by an argument with my girlfriend 
28774-936790,57:44.0,Survey,2,55,1,55,03:29.9,3,1,4,"A little sad, still annoyed"
28774-936790,11:24.0,Survey,2,56,1,56,02:29.9,3,1,4,"A little discouraged, tired of this covid situation"
28774-936790,34:49.0,Survey,2,57,1,57,01:42.4,2,2,3,Uneasy
28774-936790,16:51.0,Survey,2,58,1,58,02:50.6,2,2,4,A little resigned 
28774-936790,19:20.0,Survey,2,59,1,59,02:11.5,3,1,4,Worried about the result of my covid test 
28774-936790,01:25.0,Survey,2,60,1,60,01:45.9,2,2,4,"Im feeling down, nervous "
28774-936790,53:42.0,Survey,2,61,1,61,02:19.5,5,1,5,"Excited, happy"
28774-936790,58:44.0,Survey,2,63,1,62,02:04.4,6,2,5,Enthusiastic 
28774-936790,51:03.0,Survey,2,64,1,63,05:45.9,6,2,5,At ease
28774-936790,42:51.0,Survey,2,65,1,64,02:26.9,6,2,5,"A little tired, still happy "
28774-936790,00:15.0,Survey,2,66,1,65,01:40.9,5,1,6,Thrilled because I finally see my brother after months 
28774-936790,43:00.0,Survey,2,67,1,66,02:09.4,6,2,5,"Satisfied, very happy "
28774-936790,43:47.0,Survey,2,68,1,67,06:15.3,6,2,5,"At ease, relaxed "
28774-936790,16:56.0,Survey,2,69,1,68,01:42.7,6,2,6,"Great, at peace "
28774-936790,00:00.0,Survey,2,70,1,69,01:50.8,6,2,5,Fulfilled 
28774-936790,27:15.0,Survey_Sleep,2,8,1,8,03:48.7,5,1,2,"In a good mood, proactive"
28774-936790,12:17.0,Survey_Sleep,2,9,1,9,04:33.3,3,1,3,Nervous for an important call I will have in the afternoon 
28774-936790,19:17.0,Survey_Sleep,2,10,1,10,03:06.6,5,1,3,"Chilled, refreshed"
28774-936790,18:59.0,Survey_Sleep,2,11,1,11,04:58.0,3,1,3,"Confused, tired"
28774-936790,49:15.0,Survey_Sleep,2,12,1,12,02:03.3,4,0,4,"Quite rested, thoughtful "
28774-936790,15:40.0,Survey_Sleep,2,13,1,13,01:08.2,5,1,4,"Thrilled, happy "
28774-936790,06:06.0,Survey_Sleep,2,14,1,14,04:52.6,4,0,5,"Sad because my girlfriend is going back to her home for  Easter holidays, happy at the same time about my brother visiting me today"
28774-936790,58:15.0,Survey,3,71,1,70,08:08.6,3,1,3,"Exhausted, tired"
28774-936790,54:26.0,Survey,3,72,1,71,03:01.8,3,1,3,Sad because my brother already left the city 
28774-936790,31:48.0,Survey,3,73,1,72,16:57.2,4,0,3,Still a bit miserable about my brother 
28774-936790,03:19.0,Survey,3,74,1,73,03:09.9,6,2,3,Really happy about last night with my brother
28774-936790,17:22.0,Survey,3,75,1,74,02:19.5,3,1,3,"Calm, at ease"
28774-936790,41:31.0,Survey,3,76,1,75,01:39.2,3,1,4,"A little nervous, a little upset "
28774-936790,42:32.0,Survey,3,77,1,76,03:15.6,4,0,3,Weary 
28774-936790,16:10.0,Survey,3,78,1,77,03:07.9,3,1,3,Worn out 
28774-936790,13:47.0,Survey,3,79,1,78,02:45.5,5,1,4,"Happy to be back home, excited"
28774-936790,54:00.0,Survey,3,80,1,79,01:04.5,3,1,3,"Exhausted, nervous"
28774-936790,14:15.0,Survey,3,81,1,80,02:31.3,3,1,5,Irritable 
28774-936790,56:25.0,Survey,3,82,1,81,03:31.2,5,1,4,At ease
28774-936790,44:40.0,Survey,3,83,1,82,01:29.2,6,2,6,Proactive 
28774-936790,56:01.0,Survey,3,84,1,83,03:36.1,5,1,5,"Happy, calm"
28774-936790,35:16.0,Survey,3,85,1,84,05:25.7,4,0,4,A little stressed
28774-936790,38:19.0,Survey,3,87,1,85,01:27.8,2,2,4,Worried
28774-936790,09:16.0,Survey,3,88,1,86,01:14.5,3,1,5,Bored
28774-936790,08:39.0,Survey,3,89,1,87,01:28.2,5,1,5,"Calm, excited "
28774-936790,28:49.0,Survey,3,90,1,88,01:13.7,3,1,3,Dizzy
28774-936790,37:59.0,Survey,3,91,1,89,02:26.2,6,2,5,Thrilled
28774-936790,05:26.0,Survey,3,92,1,90,02:10.8,7,3,6,Enthusiastic 
28774-936790,59:53.0,Survey,3,93,1,91,01:41.0,4,0,4,"A little tired, worn out "
28774-936790,02:19.0,Survey,3,94,1,92,01:03.1,4,0,2,Exhausted 
28774-936790,24:40.0,Survey,3,95,1,93,01:23.0,2,2,5,Upset
28774-936790,11:03.0,Survey,3,96,1,94,02:03.9,2,2,4,Upset
28774-936790,31:22.0,Survey,3,97,1,95,01:13.9,2,2,4,Annoyed
28774-936790,43:17.0,Survey,3,98,1,96,01:42.0,2,2,4,Sad because I cant spend Easter with my parents 
28774-936790,41:59.0,Survey,3,100,1,97,02:20.5,6,2,5,"Calm, in a good mood"
28774-936790,29:30.0,Survey,3,101,1,98,01:38.0,3,1,4,A little sad
28774-936790,01:48.0,Survey,3,102,1,99,03:14.8,4,0,4,Bored
28774-936790,33:03.0,Survey,3,103,1,100,01:13.7,5,1,5,"Calm, at ease "
28774-936790,17:42.0,Survey,3,104,1,101,01:07.1,2,2,4,Apprehensive
28774-936790,52:19.0,Survey,3,105,1,102,01:55.4,3,1,4,Thoughtful
28774-936790,54:47.0,Survey_Sleep,3,15,1,15,01:59.5,3,1,2,"Tired, dizzy"
28774-936790,47:10.0,Survey_Sleep,3,16,1,16,04:25.6,5,1,4,"Calm, peaceful "
28774-936790,08:49.0,Survey_Sleep,3,17,1,17,01:35.7,3,1,4,Stressed
28774-936790,45:24.0,Survey_Sleep,3,18,1,18,01:50.4,5,1,3,Rested 
28774-936790,25:08.0,Survey_Sleep,3,19,1,19,01:00.9,5,1,5,"Excited, happy"
28774-936790,02:01.0,Survey_Sleep,3,20,1,20,01:13.6,5,1,3,"Well rested, fine "
28774-936790,05:19.0,Survey_Sleep,3,21,1,21,02:10.9,5,1,3,Relaxed 
28774-936790,45:03.0,Survey,4,106,1,103,01:07.2,2,2,4,Still tense 
28774-936790,29:07.0,Survey,4,107,1,104,00:54.9,4,0,5,"Calm, relaxed "
28774-936790,08:55.0,Survey,4,108,1,105,01:33.6,6,2,4,Happy
28774-936790,53:31.0,Survey,4,109,1,106,02:33.3,5,1,5,"Excited, happy"
28774-936790,13:10.0,Survey,4,110,1,107,03:00.4,5,1,5,In a good mood 
28774-936790,32:17.0,Survey,4,111,1,108,01:32.7,6,2,5,Very happy because I saw my grandparents after months 
28774-936790,21:01.0,Survey,4,112,1,109,01:57.6,6,2,5,Relieved because I could see my mum before I left 
28774-936790,32:17.0,Survey,4,113,1,110,02:21.7,7,3,5,"Enthusiastic, over the moon "
28774-936790,37:44.0,Survey,4,114,1,111,01:46.1,6,2,6,"Still excited, still over the moon because Im about to see my girlfriend "
28774-936790,57:28.0,Survey,4,115,1,112,01:39.4,7,3,6,Euphoric 
28774-936790,51:18.0,Survey,4,116,1,113,02:46.3,6,2,7,"Focused, at full strength "
28774-936790,33:06.0,Survey,4,117,1,114,04:40.1,5,1,3,"Full after lunch, at ease"
28774-936790,16:06.0,Survey,4,118,1,115,03:22.9,4,0,3,A little weak
28774-936790,46:05.0,Survey,4,119,1,116,05:09.4,7,3,3,"Joyful, comfortable "
28774-936790,31:02.0,Survey,4,122,1,117,09:22.1,6,2,5,"Fit, at ease, in a good mood"
28774-936790,56:38.0,Survey,4,123,1,118,03:27.7,5,1,4,"Satisfied, calm"
28774-936790,38:30.0,Survey,4,124,1,119,03:06.9,4,0,4,"A little weary, thoughtful "
28774-936790,42:25.0,Survey,4,125,1,120,03:22.2,3,1,3,"Bored, a little concerned "
28774-936790,31:02.0,Survey,4,126,1,121,05:31.2,5,1,5,"Calm, happy "
28774-936790,53:10.0,Survey,4,127,1,122,03:17.5,6,2,6,"Satisfied, at ease"
28774-936790,44:04.0,Survey,4,128,1,123,05:30.6,6,2,5,Full of vim and vigor 
28774-936790,19:45.0,Survey,4,129,1,124,02:15.2,6,2,5,"Excited, happy"
28774-936790,38:50.0,Survey,4,130,1,125,04:14.9,6,2,3,"Tired, cheerful"
28774-936790,46:44.0,Survey,4,131,1,126,01:23.2,5,1,4,"At ease, relaxed "
28774-936790,30:54.0,Survey,4,132,1,127,02:13.9,3,1,5,"Disappointed, angry"
28774-936790,06:02.0,Survey,4,133,1,128,01:16.6,3,1,5,Annoyed 
28774-936790,43:50.0,Survey,4,134,1,129,06:05.7,4,0,3,Still a bit annoyed
28774-936790,45:33.0,Survey,4,135,1,130,03:10.8,4,0,4,A little resentful 
28774-936790,36:15.0,Survey,4,136,1,131,02:39.3,5,1,5,"Proactive, excited for a trip"
28774-936790,42:04.0,Survey,4,137,1,132,01:40.9,5,1,6,"Thrilled, very happy "
28774-936790,24:52.0,Survey,4,138,1,133,04:02.4,6,2,6,"Enthusiastic, satisfied "
28774-936790,04:47.0,Survey,4,139,1,134,03:40.9,7,3,6,"Really excited, at ease "
28774-936790,10:21.0,Survey,4,140,1,135,04:43.2,6,2,4,"Pleased, cheerful "
28774-936790,38:21.0,Survey_Sleep,4,22,1,22,02:02.4,3,1,2,Irritable
28774-936790,58:48.0,Survey_Sleep,4,23,1,23,00:52.7,5,1,5,"Calm, relaxed "
28774-936790,23:40.0,Survey_Sleep,4,24,1,24,04:24.0,6,2,5,"Very cheerful because this morning I woke up next to my girlfriend, "
28774-936790,07:19.0,Survey_Sleep,4,25,1,25,02:20.9,5,1,5,"Well rested, proactive, happy"
28774-936790,50:08.0,Survey_Sleep,4,26,1,26,01:23.3,3,1,3,"Exhausted, a little weak"
28774-936790,56:25.0,Survey_Sleep,4,27,1,27,03:43.9,4,0,2,"Dazed, a little tired "
28774-936790,36:10.0,Survey_Sleep,4,28,1,28,02:07.4,2,2,3,Annoyed by an argument with my girlfriend 
28774-942948,43:31.0,Survey,1,1,1,1,01:39.6,3,1,3,tired
28774-942948,14:24.0,Survey,1,2,1,2,01:19.1,3,1,3,impatient
28774-942948,00:05.0,Survey,1,3,1,3,01:04.6,3,1,4,focused
28774-942948,38:55.0,Survey,1,4,1,4,00:56.4,3,1,3,unsatisfied
28774-942948,24:47.0,Survey,1,5,1,5,00:51.1,3,1,3,"tired, useless"
28774-942948,55:57.0,Survey,1,6,1,6,00:44.6,3,1,3,focused
28774-942948,42:57.0,Survey,1,7,1,7,00:47.6,4,0,4,"distracted, relaxed"
28774-942948,33:37.0,Survey,1,8,1,8,00:43.2,4,0,3,sleepy
28774-942948,30:05.0,Survey,1,9,1,9,00:54.2,4,0,4,ok
28774-942948,02:14.0,Survey,1,10,1,10,00:49.1,5,1,5,focused
28774-942948,53:20.0,Survey,1,11,1,11,00:31.7,5,1,4,nice
28774-942948,12:28.0,Survey,1,12,1,12,00:57.1,4,0,4,"worried, anxious"
28774-942948,10:05.0,Survey,1,13,1,13,00:38.8,4,0,4,neutral
28774-942948,43:18.0,Survey,1,14,1,14,01:49.7,4,0,4,interested in what I'm doing
28774-942948,40:12.0,Survey,1,15,1,15,00:33.6,4,0,3,relaxed
28774-942948,12:50.0,Survey,1,16,1,16,00:27.8,5,1,4,hungry
28774-942948,16:42.0,Survey,1,18,1,17,00:25.4,4,0,4,ok
28774-942948,58:15.0,Survey,1,19,1,18,00:30.6,3,1,3,dumb
28774-942948,47:22.0,Survey,1,20,1,19,00:30.7,3,1,4,nice
28774-942948,26:10.0,Survey,1,21,1,20,00:27.4,3,1,4,hungry
28774-942948,00:06.0,Survey,1,22,1,21,00:29.0,4,0,4,neutral
28774-942948,12:17.0,Survey,1,24,1,22,00:27.7,3,1,4,so and so
28774-942948,15:07.0,Survey,1,25,1,23,00:35.2,4,0,5,in a hurry
28774-942948,40:19.0,Survey,1,26,1,24,00:32.5,3,1,4,"focused, worried"
28774-942948,07:44.0,Survey,1,28,1,25,00:27.0,4,0,4,busy
28774-942948,14:46.0,Survey,1,29,1,26,00:25.1,5,1,4,relaxed
28774-942948,31:23.0,Survey,1,30,1,27,00:30.4,3,1,5,ok
28774-942948,14:13.0,Survey,1,31,1,28,00:34.4,3,1,4,"hungry, focused"
28774-942948,34:05.0,Survey,1,32,1,29,00:20.0,3,1,4,ok
28774-942948,07:11.0,Survey,1,33,1,30,00:32.6,3,1,5,active
28774-942948,53:52.0,Survey,1,35,1,31,00:34.0,3,1,6,stuck
28774-942948,02:45.0,Survey_Sleep,1,1,1,1,01:56.3,3,1,4,"tired, hungry"
28774-942948,58:10.0,Survey_Sleep,1,2,1,2,00:42.5,4,0,4,ok
28774-942948,05:59.0,Survey_Sleep,1,3,1,3,00:52.6,4,0,4,indecisive
28774-942948,33:25.0,Survey_Sleep,1,4,1,4,00:36.6,3,1,4,focused
28774-942948,09:52.0,Survey_Sleep,1,5,1,5,00:29.0,4,0,5,busy
28774-942948,10:06.0,Survey_Sleep,1,6,1,6,00:36.0,2,2,5,in pain
28774-942948,20:46.0,Survey_Sleep,1,7,1,7,00:28.3,5,1,5,ok
28774-942948,40:42.0,Survey,2,36,1,32,00:30.5,4,0,4,busy
28774-942948,56:26.0,Survey,2,37,1,33,00:27.8,3,1,4,irritated
28774-942948,16:48.0,Survey,2,38,1,34,00:33.2,3,1,4,ok
28774-942948,10:54.0,Survey,2,39,1,35,00:30.2,4,0,5,sad
28774-942948,43:06.0,Survey,2,40,1,36,00:28.7,5,1,4,free
28774-942948,07:53.0,Survey,2,41,1,37,00:30.3,2,2,3,tired
28774-942948,58:58.0,Survey,2,42,1,38,00:21.4,5,1,4,busy
28774-942948,09:40.0,Survey,2,44,1,39,00:58.7,4,0,4,nice
28774-942948,49:59.0,Survey,2,45,1,40,00:25.2,4,0,4,ok
28774-942948,11:06.0,Survey,2,46,1,41,00:27.9,5,1,5,worried
28774-942948,54:55.0,Survey,2,47,1,42,00:52.6,4,0,4,sleepy
28774-942948,38:11.0,Survey,2,48,1,43,00:22.6,4,0,4,ok
28774-942948,33:51.0,Survey,2,49,1,44,00:46.8,4,0,4,in awe
28774-942948,19:26.0,Survey,2,50,1,45,00:28.8,5,1,4,nice
28774-942948,14:16.0,Survey,2,51,1,46,00:28.3,3,1,4,busy
28774-942948,16:07.0,Survey,2,52,1,47,00:36.0,3,1,4,doubtful
28774-942948,32:03.0,Survey,2,53,1,48,00:34.8,3,1,3,focused
28774-942948,49:44.0,Survey,2,54,1,49,00:30.5,4,0,4,sad
28774-942948,12:40.0,Survey,2,55,1,50,00:34.9,2,2,2,depressed
28774-942948,48:01.0,Survey,2,56,1,51,00:31.6,4,0,5,sleepy
28774-942948,12:01.0,Survey,2,57,1,52,00:27.3,3,1,4,ok
28774-942948,56:05.0,Survey,2,58,1,53,00:37.8,3,1,5,"worried, anxious"
28774-942948,53:59.0,Survey,2,59,1,54,00:21.7,4,0,4,ok
28774-942948,32:14.0,Survey,2,61,1,55,00:24.7,4,0,4,bored
28774-942948,13:45.0,Survey,2,62,1,56,00:29.5,3,1,5,hungry
28774-942948,13:00.0,Survey,2,63,1,57,00:28.4,2,2,3,tired
28774-942948,51:03.0,Survey,2,64,1,58,00:30.4,3,1,3,busy
28774-942948,00:01.0,Survey,2,65,1,59,00:30.7,3,1,5,wandering
28774-942948,39:47.0,Survey,2,66,1,60,00:28.8,5,1,5,nice
28774-942948,17:36.0,Survey,2,67,1,61,00:22.5,4,0,4,sad
28774-942948,48:12.0,Survey,2,68,1,62,00:20.8,4,0,3,tired
28774-942948,29:29.0,Survey,2,69,1,63,00:27.4,3,1,3,focused
28774-942948,59:36.0,Survey,2,70,1,64,00:33.5,3,1,3,pessimistic
28774-942948,10:25.0,Survey_Sleep,2,8,1,8,00:44.8,5,1,5,"sweaty, active"
28774-942948,58:22.0,Survey_Sleep,2,10,1,9,00:36.2,3,1,4,annoyed
28774-942948,17:00.0,Survey_Sleep,2,11,1,10,00:28.9,3,1,4,down
28774-942948,51:21.0,Survey_Sleep,2,12,1,11,00:47.0,4,0,4,so and so
28774-942948,08:54.0,Survey_Sleep,2,13,1,12,00:32.8,3,1,4,dumb
28774-942948,22:16.0,Survey,3,71,1,65,01:05.0,3,1,3,sad
28774-942948,42:57.0,Survey,3,72,1,66,00:20.8,4,0,4,nice
28774-942948,35:46.0,Survey,3,73,1,67,00:22.1,4,0,4,ok
28774-942948,19:12.0,Survey,3,74,1,68,00:24.6,4,0,4,bored
28774-942948,41:51.0,Survey,3,75,1,69,00:25.6,3,1,4,sad
28774-942948,57:15.0,Survey,3,76,1,70,00:21.9,3,1,3,not good
28774-942948,31:39.0,Survey,3,78,1,71,00:23.1,3,1,3,busy
28774-942948,00:51.0,Survey,3,79,1,72,00:20.9,5,1,4,good
28774-942948,03:16.0,Survey,3,80,1,73,00:19.2,4,0,4,ok
28774-942948,07:15.0,Survey,3,81,1,74,00:32.9,4,0,4,wandering
28774-942948,11:52.0,Survey,3,82,1,75,00:25.6,5,1,5,relaxed
28774-942948,36:56.0,Survey,3,83,1,76,00:24.6,4,0,4,dumb
28774-942948,11:23.0,Survey,3,84,1,77,00:27.2,4,0,4,ok
28774-942948,43:53.0,Survey,3,85,1,78,00:25.3,3,1,4,tired
28774-942948,19:35.0,Survey,3,86,1,79,00:25.2,4,0,3,sad
28774-942948,55:36.0,Survey,3,87,1,80,01:12.9,3,1,4,ok
28774-942948,20:23.0,Survey,3,88,1,81,00:22.3,4,0,4,nice
28774-942948,12:37.0,Survey,3,89,1,82,00:21.6,4,0,4,dumb
28774-942948,23:11.0,Survey,3,90,1,83,00:24.4,2,2,5,tired
28774-942948,57:45.0,Survey,3,91,1,84,00:26.0,4,0,4,sad
28774-942948,42:05.0,Survey,3,92,1,85,00:22.5,5,1,3,so and so
28774-942948,36:09.0,Survey,3,93,1,86,00:20.1,4,0,4,distracted
28774-942948,49:38.0,Survey,3,94,1,87,00:20.5,3,1,4,ok
28774-942948,08:34.0,Survey,3,96,1,88,00:21.7,3,1,4,ok
28774-942948,26:30.0,Survey,3,97,1,89,00:17.6,3,1,4,sad
28774-942948,56:55.0,Survey,3,98,1,90,00:22.1,4,0,4,depressed
28774-942948,35:45.0,Survey,3,99,1,91,00:19.9,3,1,4,nice
28774-942948,59:54.0,Survey,3,100,1,92,00:20.9,4,0,4,hungry
28774-942948,33:30.0,Survey,3,101,1,93,00:23.3,3,1,3,bad
28774-942948,53:21.0,Survey,3,103,1,94,00:21.5,5,1,3,bored
28774-942948,25:20.0,Survey,3,104,1,95,00:16.3,4,0,4,ok
28774-942948,14:44.0,Survey,3,105,1,96,00:26.5,3,1,4,bad
28774-942948,29:08.0,Survey_Sleep,3,15,1,13,00:24.6,3,1,4,annoyed
28774-942948,07:36.0,Survey_Sleep,3,16,1,14,00:35.6,4,0,4,useless
28774-942948,20:55.0,Survey_Sleep,3,17,1,15,00:37.6,3,1,4,tired
28774-942948,24:27.0,Survey_Sleep,3,18,1,16,00:21.7,4,0,4,ok
28774-942948,57:01.0,Survey_Sleep,3,19,1,17,00:23.9,4,0,3,sleepy
28774-942948,17:16.0,Survey_Sleep,3,20,1,18,00:32.7,3,1,3,focused
28774-942948,10:46.0,Survey_Sleep,3,21,1,19,00:46.9,5,1,4,ok
28774-942948,45:01.0,Survey,4,107,1,97,00:19.8,3,1,4,dumb
28774-942948,45:27.0,Survey,4,108,1,98,00:20.2,3,1,5,tired
28774-942948,27:48.0,Survey,4,109,1,99,00:19.6,3,1,4,bad
28774-942948,09:36.0,Survey,4,110,1,100,00:19.9,4,0,4,ok
28774-942948,59:07.0,Survey,4,111,1,101,00:21.4,5,1,4,normal
28774-942948,27:17.0,Survey,4,112,1,102,00:18.8,4,0,4,ok
28774-942948,08:01.0,Survey,4,113,1,103,00:27.9,4,0,4,occupied
28774-942948,26:09.0,Survey,4,115,1,104,00:25.5,4,0,4,bad
28774-942948,08:21.0,Survey,4,116,1,105,00:24.3,3,1,3,hungry
28774-942948,40:02.0,Survey,4,117,1,106,00:17.9,4,0,4,ok
28774-942948,35:55.0,Survey,4,119,1,107,00:19.6,4,0,4,ok
28774-942948,05:59.0,Survey,4,120,1,108,00:17.4,4,0,3,ok
28774-942948,25:09.0,Survey,4,121,1,109,00:28.8,4,0,4,ok
28774-942948,00:46.0,Survey,4,122,1,110,00:20.3,4,0,3,bad
28774-942948,52:21.0,Survey,4,123,1,111,00:17.1,3,1,3,sad
28774-942948,01:46.0,Survey,4,124,1,112,00:20.7,4,0,4,ok
28774-942948,39:04.0,Survey,4,125,1,113,00:21.9,3,1,4,ok
28774-942948,37:41.0,Survey,4,126,1,114,00:24.5,4,0,4,ok
28774-942948,37:43.0,Survey,4,127,1,115,00:19.3,4,0,3,ok
28774-942948,00:29.0,Survey,4,128,1,116,00:18.5,4,0,4,bad
28774-942948,56:47.0,Survey,4,129,1,117,00:15.1,4,0,3,ok
28774-942948,05:30.0,Survey,4,130,1,118,00:20.7,4,0,3,ok
28774-942948,39:47.0,Survey,4,131,1,119,00:25.8,4,0,4,ok
28774-942948,03:10.0,Survey,4,133,1,120,00:28.2,3,1,4,ok
28774-942948,24:17.0,Survey,4,134,1,121,00:22.9,4,0,4,ok
28774-942948,19:37.0,Survey,4,135,1,122,00:21.8,4,0,4,ok
28774-942948,50:07.0,Survey,4,136,1,123,00:19.3,3,1,4,ok
28774-942948,27:21.0,Survey,4,137,1,124,00:17.2,4,0,4,ok
28774-942948,16:41.0,Survey,4,138,1,125,00:22.2,4,0,4,tired
28774-942948,30:16.0,Survey,4,140,1,126,00:25.4,2,2,3,sleepy
28774-942948,44:59.0,Survey_Sleep,4,22,1,20,00:28.0,4,0,3,down
28774-942948,18:40.0,Survey_Sleep,4,23,1,21,00:28.2,4,0,3,sleepy
28774-942948,29:46.0,Survey_Sleep,4,24,1,22,00:21.8,4,0,4,bad
28774-942948,26:32.0,Survey_Sleep,4,27,1,23,00:23.5,3,1,4,ok
28774-942948,54:02.0,Survey_Sleep,4,28,1,24,00:29.3,3,1,3,tired
28774-947888,51:07.0,Survey,1,1,1,1,02:16.4,5,1,7,Excited
28774-947888,57:22.0,Survey,1,2,1,2,01:04.8,2,2,3,Scared
28774-947888,37:30.0,Survey,1,3,1,3,00:49.3,3,1,3,Tired
28774-947888,28:42.0,Survey,1,4,1,4,00:55.3,2,2,2,Sad
28774-947888,02:21.0,Survey,1,5,1,5,02:40.9,3,1,1,Scared
28774-947888,10:01.0,Survey,1,10,1,6,01:01.9,5,1,4,Happy
28774-947888,07:35.0,Survey,1,13,1,7,13:09.0,3,1,4,Sad 
28774-947888,16:44.0,Survey,1,17,1,8,00:44.3,5,1,5,Lazy
28774-947888,50:12.0,Survey,1,19,1,9,00:44.7,5,1,6,Happy
28774-947888,07:45.0,Survey,1,20,1,10,00:55.4,4,0,3,Sick
28774-947888,30:48.0,Survey,1,21,1,11,00:39.8,5,1,6,Happy 
28774-947888,56:16.0,Survey,1,23,1,12,00:45.0,5,1,5,Sleepy
28774-947888,33:16.0,Survey,1,24,1,13,00:28.4,5,1,5,Sick
28774-947888,08:30.0,Survey,1,25,1,14,00:30.6,5,1,5,Good
28774-947888,43:58.0,Survey,1,27,1,15,00:28.7,5,1,5,Sick 
28774-947888,24:51.0,Survey,1,28,1,16,00:26.0,6,2,6,Sick 
28774-947888,11:14.0,Survey,1,29,1,17,01:59.9,5,1,6,Sick 
28774-947888,42:23.0,Survey,1,30,1,18,00:34.8,6,2,7,Good 
28774-947888,26:58.0,Survey,1,31,1,19,00:24.9,6,2,6,Happy 
28774-947888,30:12.0,Survey,1,32,1,20,00:43.3,6,2,6,Great 
28774-947888,42:54.0,Survey,1,33,1,21,00:23.7,5,1,5,Good
28774-947888,24:23.0,Survey,1,34,1,22,00:45.3,5,1,5,Good 
28774-947888,59:45.0,Survey,1,35,1,23,00:25.8,5,1,5,Good
28774-947888,04:56.0,Survey_Sleep,1,2,1,1,00:43.6,5,1,4,Good
28774-947888,14:14.0,Survey_Sleep,1,4,1,2,00:36.9,3,1,3,Tired
28774-947888,32:43.0,Survey_Sleep,1,5,1,3,00:34.9,4,0,5,Sick 
28774-947888,30:29.0,Survey_Sleep,1,7,1,4,00:31.9,5,1,5,Good 
28774-947888,08:30.0,Survey,2,36,1,24,00:54.2,5,1,5,Good 
28774-947888,07:18.0,Survey,2,37,1,25,00:37.4,7,3,7,Focus
28774-947888,32:08.0,Survey,2,38,1,26,00:34.7,6,2,7,Green great
28774-947888,16:09.0,Survey,2,39,1,27,00:49.5,4,0,5,Good 
28774-947888,48:00.0,Survey,2,40,1,28,00:28.3,6,2,6,Good 
28774-947888,53:03.0,Survey,2,41,1,29,00:26.6,5,1,6,Happy 
28774-947888,37:50.0,Survey,2,42,1,30,00:36.6,6,2,6,Excited 
28774-947888,22:45.0,Survey,2,43,1,31,01:24.2,6,2,6,Happy
28774-947888,38:47.0,Survey,2,44,1,32,00:28.3,6,2,7,Good 
28774-947888,07:00.0,Survey,2,45,1,33,00:38.0,5,1,5,Good 
28774-947888,41:16.0,Survey,2,46,1,34,00:23.6,7,3,7,Excited 
28774-947888,22:19.0,Survey,2,47,1,35,00:33.8,5,1,7,Happy 
28774-947888,58:46.0,Survey,2,48,1,36,00:30.4,5,1,6,Good 
28774-947888,45:21.0,Survey,2,49,1,37,00:25.1,6,2,6,Excited 
28774-947888,17:23.0,Survey,2,50,1,38,00:37.6,6,2,6,Happy
28774-947888,04:28.0,Survey,2,51,1,39,00:27.0,7,3,7,Good 
28774-947888,23:04.0,Survey,2,52,1,40,00:30.1,6,2,6,Good 
28774-947888,32:55.0,Survey,2,53,1,41,00:22.3,5,1,5,Good 
28774-947888,49:55.0,Survey,2,56,1,42,00:30.0,6,2,5,Good 
28774-947888,04:19.0,Survey,2,57,1,43,01:26.3,7,3,7,Good
28774-947888,29:22.0,Survey,2,58,1,44,00:23.3,7,3,7,Good
28774-947888,22:57.0,Survey,2,59,1,45,00:43.8,6,2,7,Good 
28774-947888,13:33.0,Survey,2,60,1,46,00:26.6,6,2,6,Good 
