ParticipantID,Notification Time,Session Name,WeekNumber,NotificationNumber,Completed Session,Session Instance,Session Length,Valence,Intensity,Arousal,Emotion,InferredValence
28774-682599,44:53.0,Survey,2,40,1,39,00:32.8,3,1,4,"happy, exhausted, did some studies, tired",0.474665077
28774-682599,40:39.0,Survey,2,41,1,40,00:29.9,5,1,5,"tired, feeling good ",0.684284412
28774-682599,22:52.0,Survey,2,42,1,41,00:28.4,6,2,5,"tired, going home, happy",0.92723608
28774-682599,49:22.0,Survey,2,43,1,42,00:36.5,5,1,6,"tired, playing, happy ",0.84497533
28774-682599,26:58.0,Survey,2,44,1,43,01:26.5,3,1,4,"tired, playing, happy",0.84497533
28774-682599,11:33.0,Survey,2,45,1,44,00:52.3,3,1,6,"doing study, excited, tired, need to learn",0.444405495
28774-682599,53:34.0,Survey,2,46,1,45,00:23.8,4,0,2,"sleeping, tired, in love",0.720518264
28774-682599,39:59.0,Survey,2,48,1,46,00:24.5,4,0,3,"tired, two more lessons, want to die",0.318780056
28774-682599,55:26.0,Survey,2,50,1,47,00:23.2,2,2,1,"tired, exhausted, sad",0.22691223
28774-682599,41:42.0,Survey,2,51,1,48,00:23.5,5,1,4,"angry, tired, waiting for driving lesson",0.223246945
28774-682599,33:02.0,Survey,2,52,1,49,00:21.4,7,3,3,"tired, going to lesson, exhausted",0.235829578
28774-682599,48:23.0,Survey,2,54,1,50,00:31.9,5,1,3,"happy, good, positive, well driving lesson",0.962049085
28774-682599,27:24.0,Survey,2,55,1,51,00:32.9,3,1,2,"a little bit tired, exhausted, happy ",0.798916405
28774-682599,07:08.0,Survey,2,56,1,52,00:19.4,4,0,4,"exhausted, travelling, happy",0.740105575
28774-682599,19:37.0,Survey,2,57,1,53,00:23.1,6,2,5,"arrived, exhausted",0.73774697
28774-682599,08:03.0,Survey,2,59,1,54,00:20.2,6,2,5,drunk,0.261980411
28774-682599,31:22.0,Survey,2,60,1,55,00:20.2,5,1,4,"tired, drunk",0.28562052
28774-682599,39:37.0,Survey,2,61,1,56,00:21.3,6,2,4,"tired, hangover, tummy hurt",0.250080177
28774-682599,32:04.0,Survey,2,62,1,57,00:40.5,4,0,5,"hangover, i cant talk",0.234282612
28774-682599,53:07.0,Survey,2,63,1,58,00:28.8,3,1,2,"tired, hangover better, good feeling, family",0.823683638
28774-682599,41:43.0,Survey,2,64,1,59,00:51.1,6,2,5,"slept, tired, exhausted, hangover ",0.305336418
28774-682599,08:38.0,Survey,2,65,1,60,00:19.7,6,2,5,"tired, sleepy",0.306642109
28774-682599,36:28.0,Survey,2,66,1,61,00:26.6,4,0,5,exhausted ,0.235222877
28774-682599,46:51.0,Survey,2,67,1,62,00:43.7,5,1,3,"deactivated, exhausted, i dont want to go drive",0.252446736
28774-682599,29:39.0,Survey,2,68,1,63,00:30.0,3,1,2,"tired, ready to drive, i dont wanna, happy",0.625571098
28774-682599,46:32.0,Survey,2,69,1,64,00:32.8,5,1,2,"just tired, a little bit",0.313397553
28774-682599,16:07.0,Survey,2,70,1,65,00:23.4,3,1,4,"tired, finished working, need to learn",0.497463754
28774-682599,44:23.0,Survey_Sleep,2,8,1,4,00:45.6,6,2,3,"tired, not enough sleep, exhausted",0.262913963
28774-682599,26:04.0,Survey_Sleep,2,9,1,5,00:36.9,5,1,6,"tired, wrote an essay, oversleeped, good feelings",0.298905997
28774-682599,07:51.0,Survey_Sleep,2,10,1,6,00:24.6,5,1,6,"good, well sleeped",0.600219062
28774-682599,32:07.0,Survey_Sleep,2,11,1,7,00:29.3,3,1,4,"well sleeped, but tired ",0.313951292
28774-682599,08:14.0,Survey_Sleep,2,12,1,8,00:35.8,3,1,4,"hungry, tired, exhausted",0.285758462
28774-682599,47:07.0,Survey_Sleep,2,13,1,9,00:26.5,1,1,3,"hangover, not more",0.271063686
28774-682599,45:43.0,Survey_Sleep,2,14,1,10,00:36.2,6,2,3,"just slept on lesson, hungry, exhausted",0.29446476
28774-682599,57:06.0,Survey,3,71,1,66,00:28.5,4,0,5,"2good tests, exhausted, tired, happy",0.593866184
28774-682599,34:43.0,Survey,3,72,1,67,00:32.6,4,0,3,"just arrived home, tired, happy, ",0.881691597
28774-682599,38:35.0,Survey,3,73,1,68,00:27.1,4,0,5,"watching shows, well rested, happy",0.805586213
28774-682599,58:50.0,Survey,3,74,1,69,00:53.3,3,1,2,"i cant watch, doing study:(",0.602393098
28774-682599,56:21.0,Survey,3,75,1,70,00:26.8,4,0,3,"listening songs, happy, full with food",0.897875243
28774-682599,24:51.0,Survey,3,78,1,71,00:22.8,4,0,4,"amused, happy, spring break, well sleeped",0.858341638
28774-682599,02:07.0,Survey,3,79,1,72,00:42.8,3,1,4,"amused, tired, happy ",0.934977905
28774-682599,48:52.0,Survey,3,80,1,73,01:14.3,3,1,5,"disappointed because of the house, sad, tired",0.148804925
28774-682599,30:30.0,Survey,3,81,1,74,00:29.1,5,1,5,"well rested, hungry, excited",0.779008061
28774-682599,44:05.0,Survey,3,82,1,75,00:36.4,2,2,2,"loud sounds, cant rest, tired, happy",0.380315744
28774-682599,09:09.0,Survey,3,84,1,76,00:34.5,4,0,3,"travelling, exhausted, hot temperature, sweating",0.573428406
28774-682599,59:18.0,Survey,3,85,1,77,00:21.3,4,0,5,"tired, drunk, good, simple",0.547171811
28774-682599,20:22.0,Survey,3,86,1,78,00:24.3,3,1,1,"arrived home, rest, tired",0.648840414
28774-682599,37:16.0,Survey,3,87,1,79,00:21.6,3,1,3,"tired, head hurts, want to sleep",0.310132952
28774-682599,47:41.0,Survey,3,88,1,80,00:19.8,2,2,1,"so tired, cant feel my legs",0.26685938
28774-682599,34:24.0,Survey,3,89,1,81,00:43.2,4,0,3,"well rested, good, happy, lots of studies ",0.50281319
28774-682599,57:20.0,Survey,3,91,1,83,00:30.8,2,2,2,"oversleeped, well sleeped, i cant feel my body",0.308369777
28774-682599,57:06.0,Survey,3,92,1,84,00:24.4,3,1,3,"tired, watching series, need to learn, happy",0.342411593
28774-682599,11:05.0,Survey,3,93,1,85,00:17.6,4,0,4,"tired, waiting for food, happy",0.840298075
28774-682599,19:51.0,Survey,3,94,1,86,00:26.8,5,1,4,"just ordered food free twice, happy, amused, good, ",0.875428464
28774-682599,45:23.0,Survey,3,95,1,87,00:32.3,3,1,4,"doing math problems, happy, exhausted, want to smoke",0.347113688
28774-682599,56:38.0,Survey,3,97,1,88,01:31.6,4,0,4,"well sleeped, woke up again, happy",0.889117243
28774-682599,14:23.0,Survey,3,98,1,89,00:22.5,5,1,6,"happy, well sleeped, amused, good",0.94975808
28774-682599,53:21.0,Survey,3,99,1,90,00:31.6,4,0,4,"watching series, bored, need to learn, happy",0.43354804
28774-682599,10:45.0,Survey,3,100,1,91,00:14.9,3,1,4,"tired, learning",0.273464836
28774-682599,38:41.0,Survey,3,101,1,92,00:14.2,4,0,3,just woke up,0.622975806
28774-682599,52:59.0,Survey,3,103,1,93,00:30.6,5,1,6,"playing some videogames, happy, excited bc of tomorrow, amused, well sleeped",0.754263493
28774-682599,00:55.0,Survey,3,104,1,94,00:42.4,5,1,5,"sad, lost some money on slot:(",0.290772288
28774-682599,50:09.0,Survey,3,105,1,95,00:35.7,4,0,6,"eating Pizza, happy, but still sad of the loss",0.451523578
28774-682599,26:32.0,Survey_Sleep,3,15,1,11,00:29.7,4,0,5,"well sleeped, good, happy:), good grades",0.876609501
28774-682599,39:04.0,Survey_Sleep,3,17,1,12,01:01.8,2,2,1,"just woke up, tired",0.332332994
28774-682599,06:59.0,Survey_Sleep,3,18,1,13,00:20.9,3,1,5,"tired, hangover, exhausted, happy, good",0.628825302
28774-682599,02:24.0,Survey_Sleep,3,20,1,15,00:31.2,4,0,3,"just woke up, well sleeped, happy, smiling",0.936520949
28774-682599,13:57.0,Survey,4,108,1,96,00:16.9,3,1,4,"tired, happy, good, hungry",0.882349935
28774-682599,48:23.0,Survey,4,109,1,97,00:30.2,4,0,4,"the meeting was bad, cringe, sad",0.491652858
28774-682599,43:18.0,Survey,4,110,1,98,00:48.4,4,0,3,"happy, arrived home, tired",0.917750175
28774-682599,30:23.0,Survey,4,111,1,99,00:44.8,4,0,3,"happy, just trained, exhausted",0.861564383
28774-682599,31:14.0,Survey,4,112,1,100,00:25.5,3,1,2,"tired, going home, exhausted",0.309977335
28774-682599,13:36.0,Survey,4,113,1,101,00:24.8,3,1,4,"playing, need to learn, excited, happy, good",0.899220598
28774-682599,04:25.0,Survey,4,114,1,102,00:13.3,4,0,4,"tired, scared",0.268301058
28774-682599,12:52.0,Survey,4,115,1,103,00:31.2,4,0,5,"happy, ready for exams, well learned :D",0.867762126
28774-682599,31:49.0,Survey,4,121,1,104,01:45.0,3,1,4,"tired, nicotine hungry",0.277744722
28774-682599,24:21.0,Survey,4,123,1,105,00:18.1,4,0,5,"tired, going home",0.367786767
28774-682599,37:41.0,Survey,4,124,1,106,00:19.3,3,1,4,"tired, sleeping, head hurt, sad",0.221805712
28774-682599,15:02.0,Survey,4,125,1,107,00:22.7,5,1,4,"eating popcorn, watching series, happy, good",0.903898245
28774-682599,12:05.0,Survey,4,127,1,108,01:01.8,3,1,3,"just woke up, tired, but well sleeped, happy, little nervous about matura exam",0.601918768
28774-682599,49:25.0,Survey,4,128,1,109,00:22.4,3,1,5,learning math,0.705658573
28774-682599,41:16.0,Survey,4,129,1,110,00:31.9,4,0,4,"chilling after math learning, good, exhausted, tired",0.387597548
28774-682599,13:15.0,Survey,4,130,1,111,01:37.6,3,1,4,"tired, one of the last studies, learning math, want to rest, sad",0.263928574
28774-682599,55:27.0,Survey,4,131,1,112,00:19.3,4,0,4,"learning math, happy, amused",0.928948387
28774-682599,38:54.0,Survey,4,132,1,113,00:51.5,3,1,5,"rest, brain tired, one of the last studies",0.322041698
28774-682599,37:02.0,Survey,4,133,1,114,00:19.3,5,1,5,isn t it the end? ,0.2998343
28774-682599,27:45.0,Survey,4,134,1,115,01:23.5,4,0,4,"tired, doing math, thirsty",0.273167281
28774-682599,48:24.0,Survey,4,135,1,116,00:18.9,4,0,5,"tired, learned a lot ",0.724384026
28774-682599,56:21.0,Survey,4,137,1,117,00:11.4,4,0,5,tired,0.25387319
28774-682599,03:48.0,Survey,4,138,1,118,00:22.2,4,0,3,"tired, arrived home, helping dad, want to die",0.25393102
28774-682599,20:44.0,Survey,4,139,1,119,00:17.9,3,1,4,"tired, learning, playing",0.255801546
28774-682599,22:47.0,Survey,4,140,1,120,00:22.8,4,0,3,"tired, exhausted, 2more lessons, happy, ",0.666651874
28774-682599,53:27.0,Survey_Sleep,4,22,1,16,01:00.8,5,1,6,"happy, nervous, waiting for friend",0.450133817
28774-682599,14:04.0,Survey_Sleep,4,23,1,17,00:22.6,3,1,2,"tired, hungry",0.283511459
28774-682599,12:23.0,Survey_Sleep,4,27,1,19,00:28.5,3,1,5,"woke up rn, well sleeped, good, hungry, happy",0.804653952
28774-682599,10:00.0,Survey_Sleep,4,28,1,20,00:23.6,4,0,4,"tired, exhausted, happy, good, hungry ",0.818595542
28774-693438,45:06.0,Survey,1,1,1,1,01:15.1,6,2,5,happy,0.966903189
28774-693438,50:19.0,Survey,1,2,1,2,01:18.4,5,1,5,Sunny,0.764810067
28774-693438,35:44.0,Survey,1,3,1,3,00:49.2,4,0,5,bubbly,0.726105369
28774-693438,10:41.0,Survey,1,4,1,4,00:52.3,5,1,3,complete,0.77784276
28774-693438,26:10.0,Survey,1,5,1,5,00:50.3,5,1,5,relaxed,0.844717825
28774-693438,02:11.0,Survey,1,6,1,6,01:01.1,5,1,3,sleepy,0.377327835
28774-693438,41:39.0,Survey,1,10,1,7,00:45.3,5,1,5,tired,0.25387319
28774-693438,05:50.0,Survey,1,15,1,8,00:48.8,4,0,3,tired,0.25387319
28774-693438,35:36.0,Survey,1,16,1,9,00:34.8,6,2,4,good,0.935152947
28774-693438,55:01.0,Survey,1,18,1,10,00:34.6,6,2,5,moody,0.284977256
28774-693438,26:42.0,Survey,1,19,1,11,00:32.9,3,1,5,happy,0.966903189
28774-693438,03:02.0,Survey,1,23,1,12,00:46.0,5,1,5,good,0.935152947
28774-693438,12:47.0,Survey,1,24,1,13,00:50.5,6,2,6,sunny,0.764810067
28774-693438,20:18.0,Survey,1,25,1,14,01:12.7,5,1,3,good,0.935152947
28774-693438,48:11.0,Survey,1,26,1,15,01:03.9,4,0,3,ok,0.547295467
28774-693438,08:49.0,Survey,1,27,1,16,01:31.3,5,1,4,ok,0.547295467
28774-693438,46:06.0,Survey,1,28,1,17,00:37.7,5,1,5,ok,0.547295467
28774-693438,35:50.0,Survey,1,29,1,18,00:41.4,6,2,3,good,0.935152947
28774-693438,32:09.0,Survey,1,30,1,19,00:56.1,5,1,4,motivated,0.888365416
28774-693438,00:58.0,Survey,1,34,1,20,00:31.9,5,1,4,ok,0.547295467
28774-693438,37:12.0,Survey,1,35,1,21,00:43.9,3,1,4,sad,0.123790363
28774-693438,52:02.0,Survey_Sleep,1,1,1,1,01:12.6,5,1,5,Happy,0.966903189
28774-693438,27:56.0,Survey_Sleep,1,2,1,2,01:19.7,5,1,3,rushed,0.360072781
28774-693438,28:28.0,Survey_Sleep,1,3,1,3,00:57.4,5,1,4,happy,0.966903189
28774-693438,18:08.0,Survey_Sleep,1,4,1,4,00:40.9,5,1,3,good,0.935152947
28774-693438,28:17.0,Survey_Sleep,1,7,1,5,00:32.9,6,2,4,good,0.935152947
28774-693438,43:37.0,Survey,2,36,1,22,00:29.1,6,2,6,happy,0.966903189
28774-693438,20:18.0,Survey,2,37,1,23,01:30.0,5,1,4,ok,0.547295467
28774-693438,43:45.0,Survey,2,39,1,24,00:34.2,4,0,4,scared,0.123329647
28774-693438,18:28.0,Survey,2,41,1,25,00:48.5,6,2,2,sleepy,0.377327835
28774-693438,01:25.0,Survey,2,42,1,26,00:51.8,5,1,5,ok,0.547295467
28774-693438,08:50.0,Survey,2,43,1,27,00:35.5,5,1,4,bubbly,0.726105369
28774-693438,09:29.0,Survey,2,44,1,28,00:29.3,5,1,5,happy,0.966903189
28774-693438,04:21.0,Survey,2,46,1,29,00:59.8,5,1,5,tired,0.25387319
28774-693438,23:06.0,Survey,2,48,1,30,00:39.4,4,0,3,tired,0.25387319
28774-693438,39:20.0,Survey,2,49,1,31,01:00.6,3,1,4,hungry,0.317334813
28774-693438,35:35.0,Survey,2,50,1,32,00:29.9,5,1,5,happy,0.966903189
28774-693438,54:00.0,Survey,2,53,1,33,00:38.6,3,1,3,sick,0.095921271
28774-693438,30:09.0,Survey,2,54,1,34,00:27.4,2,2,3,sad,0.123790363
28774-693438,02:07.0,Survey,2,56,1,35,00:37.0,5,1,5,sick,0.095921271
28774-693438,38:25.0,Survey,2,57,1,36,01:23.5,3,1,4,ok,0.547295467
28774-693438,45:55.0,Survey,2,58,1,37,00:40.5,3,1,3,moody,0.284977256
28774-693438,55:32.0,Survey,2,59,1,38,00:34.0,2,2,3,tired,0.25387319
28774-693438,25:56.0,Survey,2,60,1,39,00:34.5,5,1,4,good,0.935152947
28774-693438,14:13.0,Survey,2,62,1,40,00:28.4,4,0,4,ok,0.547295467
28774-693438,17:05.0,Survey,2,63,1,41,00:44.3,4,0,3,unsure,0.272556427
28774-693438,57:22.0,Survey,2,64,1,42,00:25.5,5,1,4,ok,0.547295467
28774-693438,39:34.0,Survey,2,65,1,43,00:27.6,5,1,5,good,0.935152947
28774-693438,25:05.0,Survey,2,66,1,44,00:33.3,5,1,5,good,0.935152947
28774-693438,55:24.0,Survey,2,67,1,45,00:29.3,3,1,3,ok,0.547295467
28774-693438,01:15.0,Survey,2,68,1,46,00:38.8,3,1,4,good,0.935152947
28774-693438,23:11.0,Survey,2,70,1,47,00:35.4,5,1,5,happy,0.966903189
28774-693438,14:53.0,Survey_Sleep,2,10,1,6,00:38.2,5,1,5,good,0.935152947
28774-693438,10:32.0,Survey,3,72,1,48,01:04.7,5,1,6,good,0.935152947
28774-693438,20:18.0,Survey,3,73,1,49,00:27.3,6,2,5,happy,0.966903189
28774-693438,11:53.0,Survey,3,74,1,50,00:32.3,5,1,5,hungry,0.317334813
28774-693438,27:06.0,Survey,3,75,1,51,00:22.9,5,1,5,good,0.935152947
28774-693438,39:52.0,Survey,3,76,1,52,00:23.7,5,1,5,good,0.935152947
28774-693438,49:25.0,Survey,3,77,1,53,00:24.8,6,2,2,tired,0.25387319
28774-693438,33:38.0,Survey,3,80,1,54,00:38.7,6,2,3,happy,0.966903189
28774-693438,01:37.0,Survey,3,81,1,55,00:57.9,5,1,5,good,0.935152947
28774-693438,00:26.0,Survey,3,82,1,56,00:26.5,4,0,5,good,0.935152947
28774-693438,30:02.0,Survey,3,83,1,57,00:59.0,5,1,5,good,0.935152947
28774-693438,32:12.0,Survey,3,85,1,58,00:27.9,5,1,4,ok,0.547295467
28774-693438,57:12.0,Survey,3,86,1,59,00:23.4,4,0,5,ok,0.547295467
28774-693438,24:18.0,Survey,3,90,1,60,00:27.7,4,0,5,good,0.935152947
28774-693438,03:05.0,Survey,3,91,1,61,00:29.6,4,0,5,hungry,0.317334813
28774-693438,09:32.0,Survey,3,96,1,62,00:21.9,4,0,5,good,0.935152947
28774-693438,11:54.0,Survey,3,98,1,63,00:34.8,5,1,5,good,0.935152947
28774-693438,08:52.0,Survey,3,101,1,64,00:32.8,4,0,5,ok,0.547295467
28774-693438,47:19.0,Survey,3,102,1,65,00:30.6,4,0,5,good,0.935152947
28774-693438,09:29.0,Survey,3,103,1,66,00:41.9,5,1,5,happy,0.966903189
28774-693438,49:44.0,Survey,3,104,1,67,00:23.2,5,1,5,ok,0.547295467
28774-693438,36:05.0,Survey,3,105,1,68,00:22.4,6,2,5,tired,0.25387319
28774-693438,18:23.0,Survey_Sleep,3,15,1,7,00:43.3,6,2,2,sleepy,0.377327835
28774-693438,06:41.0,Survey_Sleep,3,19,1,8,00:33.5,5,1,4,good,0.935152947
28774-693438,22:21.0,Survey_Sleep,3,21,1,9,00:25.9,4,0,5,ok,0.547295467
28774-693438,59:48.0,Survey,4,106,1,69,00:25.7,5,1,5,happy,0.966903189
28774-693438,04:03.0,Survey,4,108,1,70,00:45.7,4,0,5,hungry,0.317334813
28774-693438,40:40.0,Survey,4,109,1,71,00:29.9,5,1,5,happy,0.966903189
28774-693438,51:35.0,Survey,4,110,1,72,00:22.1,5,1,5,good,0.935152947
28774-693438,00:56.0,Survey,4,111,1,73,00:21.0,5,1,5,good,0.935152947
28774-693438,58:16.0,Survey,4,113,1,74,00:22.5,5,1,5,good,0.935152947
28774-693438,42:23.0,Survey,4,114,1,75,00:22.9,5,1,5,ok,0.547295467
28774-693438,42:48.0,Survey,4,115,1,76,00:23.1,5,1,5,happy,0.966903189
28774-693438,37:25.0,Survey,4,116,1,77,00:44.5,4,0,5,good,0.935152947
28774-693438,18:05.0,Survey,4,117,1,78,00:22.2,4,0,5,tired,0.25387319
28774-693438,10:44.0,Survey,4,119,1,79,00:31.8,5,1,3,ok,0.547295467
28774-693438,57:26.0,Survey,4,122,1,80,00:34.3,4,0,5,good,0.935152947
28774-693438,54:00.0,Survey,4,123,1,81,00:24.9,5,1,5,ok,0.547295467
28774-693438,37:18.0,Survey,4,127,1,82,00:32.3,5,1,5,happy,0.966903189
28774-693438,18:07.0,Survey,4,129,1,83,00:29.4,5,1,5,good,0.935152947
28774-693438,25:56.0,Survey,4,131,1,84,01:04.4,5,1,5,good,0.935152947
28774-693438,21:14.0,Survey,4,133,1,85,00:57.6,4,0,5,good,0.935152947
28774-693438,19:51.0,Survey,4,134,1,86,00:23.2,5,1,5,good,0.935152947
28774-693438,13:50.0,Survey,4,139,1,87,00:22.9,6,2,4,good,0.935152947
28774-693438,11:11.0,Survey_Sleep,4,22,1,10,00:32.0,4,0,5,good,0.935152947
28774-693438,13:08.0,Survey_Sleep,4,24,1,11,00:28.7,3,1,5,ok,0.547295467
28774-693438,09:48.0,Survey_Sleep,4,25,1,12,00:44.5,5,1,5,active,0.516666405
28774-712537,42:17.0,Survey,1,1,1,1,01:19.6,6,2,7,Sleepy ,0.377327835
28774-712537,33:02.0,Survey,1,2,1,2,01:47.5,3,1,7,Tired,0.25387319
28774-712537,59:52.0,Survey,1,3,1,3,01:23.8,3,1,3,Fatigued ,0.217859393
28774-712537,02:35.0,Survey,1,4,1,4,01:01.1,5,1,4,Hungry ,0.317334813
28774-712537,46:40.0,Survey,1,5,1,5,01:03.6,6,2,5,Hmmm so hungry ,0.40522007
28774-712537,08:13.0,Survey,1,6,1,6,01:06.1,5,1,5,Fatigued ,0.217859393
28774-712537,18:25.0,Survey,1,7,1,7,01:14.3,7,3,5,I feel really relaxed ,0.852794528
28774-712537,45:22.0,Survey,1,9,1,8,00:55.6,6,2,6,Feeling focused ,0.74074728
28774-712537,45:18.0,Survey,1,10,1,9,01:06.6,4,0,4,Hmm tired ,0.283037168
28774-712537,48:06.0,Survey,1,11,1,10,01:53.2,5,1,6,Feeling tired ,0.308386176
28774-712537,31:24.0,Survey,1,12,1,11,03:03.6,7,3,7,Happy ,0.966903189
28774-712537,04:40.0,Survey,1,13,1,12,00:56.1,5,1,5,Feeling sleepy ,0.370517726
28774-712537,58:43.0,Survey,1,14,1,13,01:52.5,6,2,6,Hungry hungry hungry ,0.21864364
28774-712537,01:14.0,Survey,1,15,1,14,00:52.7,6,2,4,Exhausted ,0.235222877
28774-712537,17:28.0,Survey,1,16,1,15,01:39.1,5,1,4,Tired ,0.25387319
28774-712537,39:59.0,Survey,1,17,1,16,01:11.9,5,1,5,Heart is pacing ,0.510302712
28774-712537,19:08.0,Survey,1,18,1,17,00:48.2,6,2,5,Very happy ,0.95764814
28774-712537,57:13.0,Survey,1,19,1,18,00:47.8,3,1,3,Very exhausted and in pain ,0.263971694
28774-712537,56:29.0,Survey,1,20,1,19,00:47.3,7,3,6,Relaxed ,0.844717825
28774-712537,35:44.0,Survey,1,21,1,20,01:13.4,6,2,1,Hmm in pain,0.111031889
28774-712537,16:10.0,Survey,1,22,1,21,01:17.5,6,2,6,Energized ,0.797480097
28774-712537,45:54.0,Survey,1,23,1,22,01:16.3,5,1,5,Hungry ,0.317334813
28774-712537,42:27.0,Survey,1,24,1,23,00:59.9,7,3,7,Very tired ,0.257978576
28774-712537,13:03.0,Survey,1,25,1,24,00:58.4,6,2,6,Hungry,0.317334813
28774-712537,46:31.0,Survey,1,26,1,25,00:53.2,6,2,3,Hungry ,0.317334813
28774-712537,30:26.0,Survey,1,27,1,26,00:45.9,4,0,3,Sleepy ,0.377327835
28774-712537,39:15.0,Survey,1,28,1,27,00:49.4,6,2,3,Tired and cold ,0.259799845
28774-712537,37:11.0,Survey,1,29,1,28,00:38.4,5,1,5,I feel calm,0.880636362
28774-712537,27:15.0,Survey,1,30,1,29,00:45.5,6,2,5,I feel relaxed ,0.850691878
28774-712537,47:26.0,Survey,1,31,1,30,00:45.9,5,1,3,Stuffed ,0.256456633
28774-712537,43:26.0,Survey,1,32,1,31,01:09.0,4,0,5,Feeling tired ,0.308386176
28774-712537,28:36.0,Survey,1,33,1,32,00:41.4,5,1,5,Bleeding ,0.104709346
28774-712537,13:34.0,Survey,1,34,1,33,01:24.0,6,2,5,Im freezing ,0.2929345
28774-712537,23:43.0,Survey,1,35,1,34,01:23.5,5,1,5,Satisfied ,0.892424806
28774-712537,16:12.0,Survey_Sleep,1,1,1,1,01:06.8,6,2,7,Calm,0.838175618
28774-712537,00:17.0,Survey_Sleep,1,2,1,2,00:55.6,2,2,2,Very tired ,0.257978576
28774-712537,04:08.0,Survey_Sleep,1,3,1,3,04:12.6,6,2,5,Hungry ,0.317334813
28774-712537,00:26.0,Survey_Sleep,1,4,1,4,00:53.7,5,1,4,A bit hungry ,0.423450793
28774-712537,22:49.0,Survey_Sleep,1,5,1,5,01:25.0,6,2,6,Sleepy ,0.377327835
28774-712537,16:01.0,Survey_Sleep,1,6,1,6,01:01.4,5,1,6,A bit hungry and tired ,0.251453224
28774-712537,50:47.0,Survey_Sleep,1,7,1,7,01:17.7,2,2,2,In pain ,0.204843165
28774-712537,34:16.0,Survey,2,36,1,35,00:53.8,6,2,6,Eating ,0.68048095
28774-712537,27:08.0,Survey,2,37,1,36,02:01.1,5,1,6,Irritated ,0.153216875
28774-712537,48:22.0,Survey,2,38,1,37,00:29.7,5,1,4,Cold,0.356600136
28774-712537,49:45.0,Survey,2,39,1,38,00:49.2,5,1,2,Tired ,0.25387319
28774-712537,35:10.0,Survey,2,40,1,39,00:32.1,5,1,4,Im cold ,0.399886909
28774-712537,52:48.0,Survey,2,41,1,40,01:12.5,5,1,5,Hungry ,0.317334813
28774-712537,38:47.0,Survey,2,42,1,41,00:43.2,5,1,3,I feel tired ,0.36080345
28774-712537,45:57.0,Survey,2,43,1,42,00:45.3,4,0,1,Tired ,0.25387319
28774-712537,20:10.0,Survey,2,44,1,43,00:49.2,6,2,5,I feel hungry ,0.35452244
28774-712537,47:20.0,Survey,2,45,1,44,00:46.7,5,1,5,Tired ,0.25387319
28774-712537,07:19.0,Survey,2,46,1,45,01:03.7,5,1,2,I feel sad ,0.423918475
28774-712537,46:15.0,Survey,2,47,1,46,00:59.9,2,2,6,Emotionally drained ,0.197354908
28774-712537,15:50.0,Survey,2,48,1,47,00:48.9,3,1,3,Sleepy ,0.377327835
28774-712537,59:17.0,Survey,2,49,1,48,00:57.3,5,1,3,Cold and hungry,0.155510318
28774-712537,41:32.0,Survey,2,50,1,49,00:37.1,5,1,5,I feel happy ,0.933516787
28774-712537,55:00.0,Survey,2,51,1,50,00:33.4,6,2,5,Focused ,0.607413753
28774-712537,02:00.0,Survey,2,52,1,51,00:31.4,6,2,2,Sleepy ,0.377327835
28774-712537,44:50.0,Survey,2,53,1,52,00:48.1,5,1,5,I feel tired ,0.36080345
28774-712537,30:50.0,Survey,2,54,1,53,00:39.7,5,1,5,Energized ,0.797480097
28774-712537,40:22.0,Survey,2,55,1,54,00:49.2,5,1,5,Engaged in studying ,0.563492543
28774-712537,27:13.0,Survey,2,56,1,55,00:46.7,6,2,5,Calm,0.838175618
28774-712537,00:28.0,Survey,2,57,1,56,00:53.7,2,2,2,I feel nauseous and dizzy ,0.136425792
28774-712537,18:44.0,Survey,2,58,1,57,00:30.6,6,2,5,I feel happy ,0.933516787
28774-712537,38:32.0,Survey,2,59,1,58,01:37.5,5,1,6,I feel good,0.906432365
28774-712537,27:57.0,Survey,2,60,1,59,01:03.8,7,3,6,Im hungry ,0.293881348
28774-712537,36:22.0,Survey,2,61,1,60,00:34.8,6,2,6,Focused ,0.607413753
28774-712537,39:39.0,Survey,2,62,1,61,00:44.3,7,3,6,I feel hot ,0.702214022
28774-712537,06:20.0,Survey,2,63,1,62,01:30.0,6,2,6,Focused,0.607413753
28774-712537,08:55.0,Survey,2,64,1,63,00:39.4,6,2,2,Sleepy ,0.377327835
28774-712537,22:37.0,Survey,2,65,1,64,00:42.5,6,2,2,Exhausted ,0.235222877
28774-712537,04:26.0,Survey,2,66,1,65,00:57.4,5,1,6,Hungry ,0.317334813
28774-712537,59:05.0,Survey,2,67,1,66,00:34.5,5,1,5,Focused ,0.607413753
28774-712537,45:37.0,Survey,2,68,1,67,00:30.5,3,1,2,Very tired,0.257978576
28774-712537,54:35.0,Survey,2,70,1,68,00:43.5,6,2,5,Sleepy ,0.377327835
28774-712537,12:07.0,Survey_Sleep,2,8,1,8,00:57.5,7,3,6,I feel refreshed ,0.802778244
28774-712537,11:49.0,Survey_Sleep,2,9,1,9,00:53.4,5,1,6,I feel drained ,0.220121147
28774-712537,26:40.0,Survey_Sleep,2,10,1,10,00:44.2,6,2,3,I feel cold,0.486887906
28774-712537,27:41.0,Survey_Sleep,2,11,1,11,00:33.5,6,2,5,Freezing ,0.275732011
